категория,id_категории,название,sku,id_позиции,размер,цена,описание,тип,фото
ДОБАВКИ Блинная,d3436cd4-71dd-4c8a-adda-d498eae125cd,Варенье 30,02282,f4be9b63-5353-4c31-9550-55c6a9d331cf,,50.0,,Product,
ДОБАВКИ Блинная,d3436cd4-71dd-4c8a-adda-d498eae125cd,Соус Тартар 30 доп,02433,be79af80-954c-495c-a28e-74dce87a05e9,,50.0,,Product,
Кукисы,dc2b4048-45be-4a6d-8aec-21d894dbe219,Кукис Вишневый Чизкейк СП,02738,e1007acb-5cf2-405c-a68a-b6a342aa8bfd,,130.0,,Product,
Кукисы,dc2b4048-45be-4a6d-8aec-21d894dbe219,Кукис два шоколада СП,02737,327d10ce-0150-46c7-981a-656f6f8d6c66,,130.0,,Product,
Кукисы,dc2b4048-45be-4a6d-8aec-21d894dbe219,Овсяное печенье СП,02622,5919414c-339c-40b9-9b23-97de11d662d0,,130.0,,Product,
В ЛАВАШЕ,dfa654f9-b701-4865-8ae7-0626f67965ee,Ролл ветчина и сыр СП,02729,32a63275-215d-492f-bbc8-01806aecf7a8,,310.0,,Product,
В ЛАВАШЕ,dfa654f9-b701-4865-8ae7-0626f67965ee,Ролл Филадельфия СП,02854,a6427b8d-dbc1-4b71-ab47-81e5c1732ccf,,460.0,,Product,
В ЛАВАШЕ,dfa654f9-b701-4865-8ae7-0626f67965ee,Шаурма СП,02414,4d449810-6e30-4518-a1eb-e75569a0c69a,,410.0,,Product,
В ЛАВАШЕ,dfa654f9-b701-4865-8ae7-0626f67965ee,Ролл Цезарь СП,02358,4cb24736-6838-4315-881b-334a21f5bdca,,340.0,,Product,
В ЛАВАШЕ,dfa654f9-b701-4865-8ae7-0626f67965ee,Бургер Шаурма СП,02855,b7de75fe-fdc5-4bf0-8d4b-15e8458a0ffc,,590.0,,Product,
УПАКОВКА/ХОЗКА,e4e8a83e-9298-4d76-b4ae-3e78af2e310f,СТАКАН 300 ПЭТ,00164,822b9803-43b5-48cf-87e9-92127952d455,,20.0,,Product,
УПАКОВКА/ХОЗКА,e4e8a83e-9298-4d76-b4ae-3e78af2e310f,СТАКАН 250 ЛОГО,00142,3d809b75-dbe9-4a9c-af5c-177b692441fe,,15.0,,Product,
УПАКОВКА/ХОЗКА,e4e8a83e-9298-4d76-b4ae-3e78af2e310f,СТАКАН 450 ЛОГО,00147,f8c412c5-a682-4091-966f-dacbdde89d97,,30.0,,Product,
УПАКОВКА/ХОЗКА,e4e8a83e-9298-4d76-b4ae-3e78af2e310f,СТАКАН 350 ЛОГО,00145,5177fd05-f863-42d3-8d85-c2a2cb6a5b87,,20.0,,Product,
УПАКОВКА/ХОЗКА,e4e8a83e-9298-4d76-b4ae-3e78af2e310f,СТАКАН 600 ПЭТ,02303,09114bbe-f8b4-41e1-bc46-0609ade090c0,,30.0,,Product,
УПАКОВКА/ХОЗКА,e4e8a83e-9298-4d76-b4ae-3e78af2e310f,СТАКАН 600  ЛОГО,02064,826d017c-29e3-4e3d-99dd-6fc4dfc1998d,,30.0,,Product,
УПАКОВКА/ХОЗКА,e4e8a83e-9298-4d76-b4ae-3e78af2e310f,СТАКАН 400 ПЭТ,00165,c4e6a695-ed50-403e-bcf7-aa4e6a323155,,30.0,,Product,
УПАКОВКА/ХОЗКА,e4e8a83e-9298-4d76-b4ae-3e78af2e310f,СТАКАН 500 ПЭТ,00262,18816a64-0e81-4952-a2cb-0ea667efd140,,30.0,,Product,
СР САЛАТЫ,f3e7cba3-b4a4-4f4c-bcb0-4c85709fe6c8,СР Салат Цезарь Курица,01388,e9ac8d2f-f11f-4f8f-936d-2af79267b4ad,,310.0,,Product,
ДОБАВКИ  КОФЕЙНЯ блюдо,f91f85b9-4df3-4add-b5f7-54a5809356f1,Джус боллы 50,02105,3a4e1513-1dd3-4ca0-8444-cf172e9f022d,,100.0,,Product,
ДОБАВКИ  КОФЕЙНЯ блюдо,f91f85b9-4df3-4add-b5f7-54a5809356f1,Маршмеллоу 10гр,01677,3d851b17-feed-4858-b70e-24e5b77778fa,,50.0,,Product,
ДОБАВКИ  КОФЕЙНЯ блюдо,f91f85b9-4df3-4add-b5f7-54a5809356f1,Мороженое 50гр,02018,3b4b0fe5-609a-44d3-a680-c3894ca1b9ff,,50.0,,Product,
ДОБАВКИ  КОФЕЙНЯ блюдо,f91f85b9-4df3-4add-b5f7-54a5809356f1,Джем 30,01960,5de0dcfa-0fff-44f3-a86c-938603727676,,50.0,,Product,
ДОБАВКИ  КОФЕЙНЯ блюдо,f91f85b9-4df3-4add-b5f7-54a5809356f1,Корица 10,01675,aa2b75a7-df8a-43be-a155-aeb02ee5ab63,,0.0,,Product,
ДОБАВКИ  КОФЕЙНЯ блюдо,f91f85b9-4df3-4add-b5f7-54a5809356f1,Сгущеное молоко 30гр,01680,ba1fbb11-e88d-4f1c-b306-98e91fcb2a1c,,50.0,,Product,
ДОБАВКИ  КОФЕЙНЯ блюдо,f91f85b9-4df3-4add-b5f7-54a5809356f1,Взбитые Сливки 50,02100,59eefa6a-da27-42ae-a60d-36a614e0fc3b,,50.0,,Product,
ДОБАВКИ  КОФЕЙНЯ блюдо,f91f85b9-4df3-4add-b5f7-54a5809356f1,Сливки 50,01682,0026c3a0-6978-4f0b-884c-cdc2b87f3f2f,,50.0,,Product,
ДОБАВКИ  КОФЕЙНЯ блюдо,f91f85b9-4df3-4add-b5f7-54a5809356f1,Эспрессо,01684,d14f9516-e1b3-4c7d-9b23-7acc9375f54d,,50.0,,Product,
ДОБАВКИ  КОФЕЙНЯ блюдо,f91f85b9-4df3-4add-b5f7-54a5809356f1,Сметана 30,02042,4dd37896-9184-4009-95bb-7d507a90ae7b,,50.0,,Product,
ДОБАВКИ  КОФЕЙНЯ блюдо,f91f85b9-4df3-4add-b5f7-54a5809356f1,Сахар 10,01674,3ed7f02d-fa3a-4da4-98af-12423434b4b2,,0.0,,Product,
ДОБАВКИ  КОФЕЙНЯ блюдо,f91f85b9-4df3-4add-b5f7-54a5809356f1,Мед 20,01678,e2399b5d-6ce0-49d2-8fd8-373e358345a0,,50.0,,Product,
ДОБАВКИ  КОФЕЙНЯ блюдо,f91f85b9-4df3-4add-b5f7-54a5809356f1,Молоко 50мл,01679,a62276da-2c90-4fbe-9084-8eac9672d542,,0.0,,Product,
ДОБАВКИ  КОФЕЙНЯ блюдо,f91f85b9-4df3-4add-b5f7-54a5809356f1,Лимон 10,01676,3e83a0e0-b24a-42ec-86bd-67de2272a02f,,25.0,,Product,
ДОБАВКИ  КОФЕЙНЯ блюдо,f91f85b9-4df3-4add-b5f7-54a5809356f1,Альтернатива доп 50мл,01694,cbcac2d7-e2b8-4728-a55b-985b1408b670,,120.0,,Product,
ДОБАВКИ  КОФЕЙНЯ блюдо,f91f85b9-4df3-4add-b5f7-54a5809356f1,Топинг 20,01683,c23ff45e-9252-433b-9e55-dda5f8b69034,,50.0,,Product,
ДОБАВКИ  КОФЕЙНЯ блюдо,f91f85b9-4df3-4add-b5f7-54a5809356f1,Сироп 20,01681,12e90ca5-4601-4019-834f-707ec69a299e,,50.0,,Product,
ДОБАВКИ  КОФЕЙНЯ блюдо,f91f85b9-4df3-4add-b5f7-54a5809356f1,ВАНИЛЬ 15 гр,01927,fddfa221-766a-48a4-9e6e-936efb2520cb,,50.0,,Product,
РАФ,fc18d7f5-196a-4392-a891-d0ca08899088,РАФ 600,02059,f5a8ac15-bc0f-4943-bc8f-3bb96b4f9840,,420.0,,Product,
РАФ,fc18d7f5-196a-4392-a891-d0ca08899088,РАФ 450,00044,1f3355d8-04ca-44f2-b114-486d9ad378a7,,370.0,,Product,
РАФ,fc18d7f5-196a-4392-a891-d0ca08899088,РАФ 350,00045,2e022e0e-b488-48f3-aa68-1a200e453c7d,,310.0,,Product,
СЕЗОНКА,fce966c9-d56b-4a5b-a0d9-1f8a77693326,РАФ Дубайский шоколад 350,02530,da634a7c-d5ca-4510-8f75-35706011e5bf,,380.0,,Product,
СЕЗОНКА,fce966c9-d56b-4a5b-a0d9-1f8a77693326,Сбитень 600,02373,25619f06-5e7e-477c-b57a-2c8aba968b3d,,210.0,,Product,
СЕЗОНКА,fce966c9-d56b-4a5b-a0d9-1f8a77693326, Клубничное мороженое  350 Hot,01801,7f43bcb6-f893-49a4-ba8c-374a6be89d5b,,370.0,,Product,
СЕЗОНКА,fce966c9-d56b-4a5b-a0d9-1f8a77693326, Клубничное мороженое  600 Hot,02366,0a902e9f-5de5-43c3-9233-bbce4f401a5e,,480.0,,Product,
СЕЗОНКА,fce966c9-d56b-4a5b-a0d9-1f8a77693326,РАФ Дубайский шоколад 600,02532,c81bf02f-28a2-4c3a-bd41-5a6f5fbcd116,,600.0,,Product,
СЕЗОНКА,fce966c9-d56b-4a5b-a0d9-1f8a77693326, Клубничное мороженое  450 Hot,01802,b96301cd-ae14-45fb-bac1-a5b4e2af7812,,420.0,,Product,
СЕЗОНКА,fce966c9-d56b-4a5b-a0d9-1f8a77693326,Сбитень 450,02372,24068493-6187-41c3-a362-6c50c140f63b,,190.0,,Product,
СЕЗОНКА,fce966c9-d56b-4a5b-a0d9-1f8a77693326,РАФ Дубайский шоколад 450,02531,0b80eb91-ca93-4d4f-a4de-d586624ceba4,,480.0,,Product,
СЕЗОНКА,fce966c9-d56b-4a5b-a0d9-1f8a77693326,Канадский клен 450,02650,d453ed5e-94ae-474d-83af-ec31eecd8cc7,,480.0,,Product,
СЕЗОНКА,fce966c9-d56b-4a5b-a0d9-1f8a77693326,Канадский клен 350,02649,3a505733-20bb-4c29-9e74-a4bfd659cdcc,,380.0,,Product,
СЕЗОНКА,fce966c9-d56b-4a5b-a0d9-1f8a77693326,Сбитень 350,02371,0226cacb-9733-4f05-a555-97feded2ccf9,,170.0,,Product,
СЕЗОНКА,fce966c9-d56b-4a5b-a0d9-1f8a77693326,Канадский клен 600,02651,949f43ea-5c8a-40a9-ae23-301b36bddaca,,600.0,,Product,
